UPI_Frequency,UPI_Spent_Monthly,UPI_Groceries,UPI_Utilities,UPI_Transport,UPI_Mobile,UPI_Rent,UPI_Ecommerce,Merchants_Paid,ATM_Withdraw_Freq,ATM_Withdraw_Amount,Loan_Repayment,RD_FD_Amount,Digital_Gold_Savings,Mutual_Fund_SIP,SHG_Contribution,Chit_Fund,Electricity_Payment_Timing,Gas_Bill,Water_Bill,DTH_Internet_Bill,EMI_Payment_Status,Shakti_Score
3,48115,2393,3497,354,707,26322,19655,15,2,25187,0,7340,8248,10618,1812,4062,On-Time,1084,139,362,Delayed,530
2,4985,1938,1023,1758,481,20615,4226,44,7,27091,3586,43986,5674,10336,1341,2886,On-Time,450,335,1388,On-Time,583
2,30520,1148,3227,56,310,29423,7805,8,0,20259,3586,146,1875,5940,4428,3702,Late,334,191,2204,On-Time,267
3,48907,6187,4071,1493,282,7652,853,37,5,12042,0,16670,7966,11613,2963,676,On-Time,491,397,1692,Delayed,751
1,11843,4044,2918,1065,805,20620,5269,29,9,9601,3586,7401,6685,12731,3673,1524,Late,765,331,1749,Delayed,499
3,17806,7052,1801,1891,474,28251,7401,27,6,22366,0,23064,3343,11550,1766,6047,Late,474,758,2012,On-Time,526
1,14907,176,518,1392,408,7772,17397,23,6,17656,0,23395,5455,135,2086,2003,Late,915,728,712,On-Time,363
1,38670,3058,2375,1185,964,22854,18760,40,2,2954,3586,25393,762,4244,4589,7215,On-Time,297,355,2450,On-Time,698
3,35953,3813,1111,1957,705,6929,19942,43,8,7745,3586,19152,5518,2986,1987,1882,On-Time,1379,406,2356,On-Time,666
3,25099,5798,1665,458,242,4749,17916,5,7,1490,0,5862,6664,14327,3959,4704,On-Time,1135,590,577,Delayed,355
2,31232,3102,1491,987,427,9924,18071,34,0,20795,0,17371,9336,7977,4046,2449,On-Time,409,558,2381,On-Time,574
1,695,9207,4260,148,55,27494,6641,48,5,861,0,41892,3264,13067,1443,9549,On-Time,437,621,2363,On-Time,694
1,16192,6408,1177,477,717,15172,13205,39,9,1543,0,21836,8920,13464,3629,6091,On-Time,137,267,2006,On-Time,618
2,42992,8116,2651,870,299,23509,2128,29,5,10807,0,33400,2565,11978,159,5231,On-Time,1129,454,1105,On-Time,652
3,26937,6411,3923,1383,973,20710,4130,37,7,25819,0,21449,7226,11327,2255,861,On-Time,1316,915,1350,Delayed,581
2,23761,1636,4081,616,722,10693,5971,6,7,17194,0,16909,4277,4114,3827,699,On-Time,360,363,2386,On-Time,269
3,39480,5605,1734,1036,577,23161,14483,11,6,2147,0,43151,3952,13148,1665,8653,On-Time,1058,763,680,On-Time,479
3,21977,7385,1130,677,294,16371,6634,5,5,4639,0,13851,76,10643,2480,3094,On-Time,1227,372,2370,On-Time,275
1,17237,2673,1414,513,779,22074,2706,35,2,19328,3586,24174,3779,7519,839,1531,On-Time,567,798,1197,On-Time,485
1,41810,9012,3814,1055,702,26469,9798,20,5,24348,0,44699,2426,2602,3415,5731,On-Time,617,766,1351,Delayed,581
1,7770,7095,4369,1272,207,10568,10637,21,1,4913,0,28332,1375,10174,4790,679,On-Time,675,236,2466,Delayed,370
2,20629,1464,1686,1480,912,17151,10525,45,7,27486,0,8567,8314,14353,2019,2455,Late,112,272,1004,On-Time,681
2,16861,4597,1146,1150,886,4929,17151,35,1,28622,0,30832,8413,393,2517,4922,On-Time,1093,128,1695,On-Time,581
3,9813,385,3196,115,623,15942,4742,49,4,22726,3586,21491,3247,9848,1955,572,On-Time,1235,182,1656,Delayed,603
3,2135,9465,3282,1756,199,3017,14884,15,6,18860,3586,4196,2748,6294,2184,3057,On-Time,1261,861,2063,On-Time,185
2,49139,4796,275,290,804,15745,9709,48,9,13867,3586,19665,2927,457,3333,4725,On-Time,1109,742,939,On-Time,790
2,41473,4306,4203,629,713,22220,8367,35,3,18312,0,33304,9872,3959,4135,7035,Late,209,392,1749,On-Time,715
3,26246,6416,1950,855,445,27796,9820,26,0,28853,0,33791,6558,4029,737,4885,On-Time,674,510,565,On-Time,527
2,3535,1417,4582,1508,601,26566,7528,26,8,22530,0,45483,5146,1920,2139,7904,On-Time,1023,334,1454,On-Time,411
1,5123,4718,3583,1409,795,11077,15970,30,6,8124,0,628,9312,313,4523,2576,On-Time,361,721,1236,On-Time,415
1,21034,2977,1118,835,694,7422,14054,20,6,28755,0,20702,6037,4541,4943,351,On-Time,942,626,1919,On-Time,453
1,24357,7049,4111,394,316,6865,854,41,9,412,0,14386,6144,3552,3027,7748,On-Time,356,232,2352,Delayed,673
3,29137,3544,3942,761,767,26456,7184,19,8,25348,0,9008,44,7829,3311,7247,Late,955,129,438,On-Time,471
3,10265,8652,1538,247,886,5598,16056,36,0,900,0,16681,2319,3531,349,1358,On-Time,991,443,1953,On-Time,510
2,14511,5329,1572,1310,189,13257,18607,43,0,5140,3586,20063,2598,3348,2980,1298,On-Time,410,505,561,Delayed,630
2,34793,5598,4795,707,725,5635,11892,44,2,5984,3586,38141,411,10441,47,1576,On-Time,791,228,1640,Delayed,742
2,12095,3650,4263,1238,194,14510,6112,17,7,8840,0,11184,3123,9314,2867,2558,On-Time,717,928,785,On-Time,331
3,14501,1822,1623,1645,562,8710,16646,11,0,9797,0,14787,1549,13358,3911,8620,On-Time,470,313,304,On-Time,386
3,7237,998,3296,1858,856,7350,1394,37,8,27089,0,37216,7241,12826,552,8654,On-Time,1216,604,991,On-Time,584
1,28846,5402,2934,352,865,19126,11088,31,9,24255,0,27434,8689,12732,303,9768,On-Time,494,442,1312,On-Time,557
3,29645,5395,4484,1583,551,10334,12849,10,4,4383,0,13159,9266,3339,1353,224,On-Time,480,871,2271,Delayed,265
1,44192,8614,1271,911,615,21353,5898,27,3,23012,0,48379,6463,6194,4351,7078,On-Time,1357,757,1030,On-Time,667
3,25285,2059,1287,1519,457,21220,15797,33,7,16454,0,8411,5031,12176,4174,1648,Late,1131,350,577,On-Time,625
1,21204,2573,1315,1643,123,21430,8698,15,0,11029,3586,31219,15,2701,651,3528,On-Time,1050,737,2406,On-Time,334
2,15635,8515,770,1046,250,23199,16695,18,4,15752,0,14278,3304,12260,962,2050,On-Time,1287,436,1532,On-Time,389
1,24669,2378,1283,344,105,22622,15577,40,3,11208,0,32792,6625,12722,2971,6487,Late,586,894,2458,On-Time,745
3,37747,4920,2578,585,848,5915,14170,33,5,12643,0,43166,3427,5183,4760,5997,On-Time,497,662,1060,On-Time,726
2,936,9304,2519,986,889,8158,10176,16,2,8540,0,26969,9782,14690,823,1485,On-Time,201,250,1927,Delayed,350
3,17126,4455,2225,1710,855,26107,14777,38,2,20437,0,30820,8694,11604,2601,8258,On-Time,582,194,955,On-Time,603
1,41935,4910,3391,1101,299,24117,6215,40,6,16791,0,48642,4650,9400,2168,4614,On-Time,1266,453,2063,On-Time,808
2,5056,8974,3845,112,768,10129,3184,5,1,24129,0,11528,2826,5429,1809,3229,On-Time,1283,842,967,On-Time,146
2,47675,6324,1241,869,690,24274,14385,43,4,23362,0,39690,1780,9210,3162,6753,On-Time,802,481,2020,On-Time,813
3,8270,6460,2400,1469,954,14098,10867,37,1,8634,3586,31190,7154,6765,302,8714,On-Time,1467,463,1079,On-Time,499
3,35308,2349,134,963,453,18582,13552,42,8,17514,3586,27445,3330,2070,1441,3775,Late,919,455,1952,On-Time,722
3,9068,8701,4959,991,961,26164,1772,48,9,3653,0,17907,131,5442,4754,7139,On-Time,1487,411,569,Delayed,661
2,10496,1005,3247,1720,602,20785,15841,19,8,20835,0,26965,7370,10120,820,2328,On-Time,175,277,1498,On-Time,312
3,3423,8332,929,1319,918,18936,6005,32,4,11948,0,2470,2955,7,2929,8329,On-Time,1297,145,1060,On-Time,436
1,9624,6478,1936,421,550,8404,2271,47,3,1641,0,9334,3255,13169,162,8509,Late,328,407,1587,Delayed,655
3,27538,1682,3116,635,480,12906,18755,20,3,9572,3586,27448,3074,10369,2178,8211,On-Time,928,843,1814,On-Time,527
3,10000,8919,1034,118,845,15123,9903,29,5,18609,3586,719,8163,1861,546,5532,On-Time,1011,624,1172,On-Time,412
2,7754,3322,4331,339,419,11544,1722,35,8,28858,0,31353,7878,11857,2255,8337,On-Time,1201,165,2294,On-Time,568
3,21412,9796,4677,1136,382,13314,9235,2,5,20323,0,29127,6720,1769,737,6797,On-Time,272,113,494,Delayed,171
3,34660,8970,4087,64,847,19165,18405,30,7,20158,0,26440,7928,4105,1142,3297,On-Time,804,219,1942,On-Time,580
2,32745,6185,119,721,507,11533,4517,10,3,20154,3586,35149,19,11802,541,2184,On-Time,228,552,1122,On-Time,382
1,38876,482,2972,1488,135,5604,745,26,4,7219,0,9598,2286,1151,2825,4731,On-Time,1280,778,900,On-Time,501
2,9512,4372,3223,1897,426,18717,16770,26,5,4890,0,11166,1764,3020,4193,536,On-Time,633,869,865,On-Time,386
1,44571,1244,3813,1908,489,19650,3065,1,8,13729,0,24032,1404,11980,3963,6726,On-Time,1075,419,368,On-Time,354
2,45494,7935,3220,79,580,28056,18160,41,5,2179,0,48616,726,11159,306,7491,On-Time,1272,852,852,On-Time,817
1,20449,3697,2121,490,118,3294,1578,9,5,5299,0,33194,8914,2089,4726,2365,On-Time,1208,673,907,On-Time,305
2,34238,7837,2506,1562,694,18378,18824,22,6,730,0,14082,5341,5003,4382,3292,Late,189,163,1758,On-Time,463
3,23498,342,2675,1342,573,12726,597,28,7,3990,0,5884,9779,10300,3583,3482,On-Time,1262,665,1409,On-Time,521
2,19156,1562,3272,239,437,15797,6974,1,2,22952,0,18734,2763,12383,4642,2054,Late,373,754,759,On-Time,282
3,22630,568,3386,678,358,9172,3244,17,4,11058,0,48945,5479,4488,325,1160,On-Time,1130,260,1008,On-Time,449
2,21749,6591,1995,1925,66,26227,17137,22,8,9232,0,927,9147,3189,4676,9309,Late,1184,959,2278,Delayed,418
3,29944,6169,1043,1971,566,9958,14601,22,6,23254,0,15467,6889,2092,1474,3703,On-Time,949,990,2339,On-Time,392
2,10538,8479,1701,1201,890,8601,2571,13,3,14989,3586,13304,3604,13725,2948,9491,On-Time,660,724,1455,On-Time,294
1,3362,7997,1366,870,231,6169,3588,13,3,8005,3586,24021,6026,10236,643,2446,On-Time,431,716,1978,On-Time,291
2,48711,8321,1690,300,481,10619,11234,2,9,4688,0,37492,9554,5260,4118,1462,On-Time,239,861,2251,On-Time,414
1,9953,9389,1311,1973,832,9806,9594,48,5,15562,0,49250,79,2700,559,1961,On-Time,839,777,2283,On-Time,666
2,40926,9776,896,1811,819,19380,1165,21,3,4634,0,13346,3208,14439,718,4811,On-Time,1300,541,2267,On-Time,579
1,43450,5070,1658,1334,945,16042,5388,5,8,24683,0,49118,1610,8649,2953,3677,Late,1376,246,1884,On-Time,409
2,9973,9143,3955,1494,170,23444,18122,1,5,15739,0,19457,6633,11574,2130,684,On-Time,1195,570,1568,On-Time,195
1,29165,5814,3540,404,865,20545,964,19,3,26894,3586,332,7309,4865,2733,4687,On-Time,1274,421,403,On-Time,388
1,15461,986,401,835,855,28943,1943,29,7,25282,0,16895,491,12434,1590,2762,On-Time,747,204,1349,Delayed,513
1,28465,3134,2855,1004,948,12059,2946,47,7,21826,0,17291,1649,5456,1069,9676,On-Time,613,182,2284,On-Time,690
3,46070,5015,4709,1150,986,26550,8385,26,1,4957,3586,16118,5819,9908,2440,9232,On-Time,1252,172,1033,Delayed,597
2,14016,1068,3103,1620,912,14443,2388,18,1,25422,3586,42889,4057,2260,2818,3208,Late,431,105,917,Delayed,366
2,9397,3562,2595,1803,769,26067,17883,18,9,5900,0,19450,1192,7584,1891,3183,On-Time,1284,293,332,On-Time,350
1,20875,8359,3019,459,162,21753,17937,46,1,13325,0,37874,6477,10714,1835,6465,On-Time,102,645,1554,Delayed,750
1,42502,1832,3068,540,682,3622,10716,6,5,5942,0,35023,2435,8997,3541,4217,Late,1153,258,1173,On-Time,447
1,25268,8380,1004,665,173,8542,13006,43,1,22347,0,40827,2350,1227,3323,1188,On-Time,1225,597,1363,On-Time,719
2,33298,1606,3674,650,775,22930,2043,14,5,3869,0,19649,1594,5117,3688,6364,On-Time,922,243,2269,On-Time,395
2,18709,5875,3909,245,787,9006,1171,19,4,9352,0,26906,4316,7708,4843,8,On-Time,1181,389,2209,On-Time,473
2,36415,8033,178,1663,800,27532,15067,22,3,13305,0,40357,2570,12549,8,6272,On-Time,219,356,838,On-Time,582
2,35402,5408,4989,991,321,8367,15498,27,2,15656,0,32975,3221,8590,2639,2418,On-Time,926,347,1642,On-Time,622
2,31579,6136,3739,639,65,20180,9809,36,7,16669,0,26575,654,9290,2072,4116,On-Time,827,787,1160,Delayed,633
2,49803,9926,4201,789,908,23846,14594,47,6,28452,0,23670,8227,5202,4667,3546,On-Time,990,257,2013,On-Time,829
3,13298,3323,4711,725,174,8395,5059,19,8,3620,3586,49077,3087,10690,3360,4223,Late,537,346,1771,On-Time,459
3,45546,9081,2787,1401,799,7583,16575,16,0,625,0,34122,2692,7885,2128,7639,On-Time,1303,207,1556,On-Time,502
3,28680,5284,1005,1113,447,17028,14414,43,3,24441,0,44337,1312,12142,4615,588,On-Time,338,999,2355,Delayed,759
3,1581,176,3011,63,208,14152,4998,49,0,17859,0,49051,6296,6027,46,3801,On-Time,864,348,2224,On-Time,598
2,40940,9664,4464,675,671,26394,10612,25,9,10408,3586,13359,3300,4299,2958,6933,On-Time,528,477,1045,On-Time,504
2,29576,9786,4191,867,191,11913,14611,43,3,6705,3586,36072,8560,10035,1421,9683,On-Time,1037,502,504,Delayed,743
3,5664,7260,2286,1692,122,25197,590,21,4,10785,0,413,4535,13771,1912,6209,Late,1305,801,819,On-Time,367
2,44509,295,2613,1387,350,13316,11230,31,6,16882,0,34034,6546,14730,1767,3085,On-Time,196,254,2120,On-Time,652
1,4334,6153,385,1088,537,7601,1616,25,8,28260,0,10242,3941,9906,2718,1106,Late,698,203,1594,On-Time,335
3,2486,763,2004,680,603,9750,12110,35,3,2985,0,5547,142,1026,2204,9510,On-Time,722,531,306,On-Time,421
2,11793,9306,4045,950,229,16135,10967,34,5,12735,0,25745,2096,171,4656,6348,Late,1470,425,714,On-Time,488
1,12499,1988,2323,377,309,23007,19729,13,2,6041,3586,34075,5938,1190,3996,6012,Late,349,853,2064,On-Time,286
2,5975,3712,1099,434,589,29285,4418,23,1,21476,0,14656,2635,3226,2890,4074,On-Time,547,563,450,On-Time,345
1,38410,1030,3370,1437,944,20566,1390,16,7,6641,3586,2174,654,6928,1800,1365,On-Time,824,975,1710,On-Time,410
2,40307,6085,4788,386,422,8669,17587,45,6,25990,3586,49417,1904,8307,504,8544,On-Time,581,864,2329,On-Time,773
3,32914,523,4527,586,587,21306,16266,23,3,452,0,5559,9137,1519,14,1715,On-Time,1497,648,1913,On-Time,401
2,31479,9640,3057,1896,905,22320,11829,18,0,21913,0,16898,7975,4760,2052,7673,Late,811,801,374,Delayed,420
3,39511,7199,363,272,601,28477,6042,21,9,11766,3586,32930,8055,11059,4032,7851,On-Time,243,982,335,Delayed,630
3,48603,5256,4505,627,317,14485,6045,15,4,11760,0,30261,3560,11622,1769,3525,On-Time,1109,619,1271,On-Time,505
1,20900,4797,839,387,674,3716,12836,12,5,6224,0,12808,3936,9862,3825,5760,On-Time,887,827,903,On-Time,362
3,6350,3468,3351,365,208,20982,16656,26,8,28070,0,28305,9900,13410,3554,6384,On-Time,141,569,335,On-Time,483
3,41671,3625,2024,257,495,15336,17971,22,5,18908,0,33009,5280,5309,694,8853,On-Time,1184,900,897,On-Time,585
2,24756,3088,4272,110,76,12909,17517,7,5,11783,3586,36822,9087,1243,199,3372,On-Time,1492,170,991,On-Time,296
3,16353,481,2330,156,762,9035,19578,47,7,18075,3586,43986,8972,2425,2757,3897,On-Time,200,545,718,On-Time,731
2,24731,7695,1867,990,523,27025,19790,33,5,11532,0,18030,148,8040,4591,3132,Late,1381,917,1839,On-Time,594
2,12721,1173,2682,1925,306,26372,16515,17,9,10071,3586,1145,4208,2505,3951,1486,Late,226,243,1939,On-Time,253
1,24031,8210,4864,289,242,14497,18532,6,2,2595,0,2289,3645,1655,1245,9013,On-Time,1155,295,2021,Delayed,272
1,18101,3485,408,1960,378,15293,14676,3,0,28275,3586,32752,5330,5955,4433,7566,On-Time,1007,376,453,On-Time,234
2,29535,1149,2522,1958,558,18125,19787,9,0,12706,3586,7997,8302,1243,1587,7614,On-Time,139,866,1344,On-Time,297
3,17713,5509,2289,568,846,13611,5306,8,4,13327,0,5577,8487,229,4830,321,On-Time,700,749,623,Delayed,260
1,33914,3008,3469,494,731,26681,8014,41,8,19498,3586,46338,7975,11958,2929,4900,On-Time,749,547,2285,On-Time,767
2,45021,7531,4800,1929,218,13501,7219,18,7,23429,3586,37594,5965,13183,1196,8193,On-Time,1254,732,1216,On-Time,561
1,11361,6948,4419,1800,692,6912,11725,32,6,25769,3586,27297,6161,3058,300,7723,On-Time,1087,877,797,Delayed,498
2,37334,8691,2759,1499,651,28208,15915,46,0,23962,0,20118,189,6659,4923,5572,On-Time,130,640,1490,On-Time,803
2,39139,6349,4702,977,499,21592,12668,29,9,2464,0,37458,9241,14399,3926,258,On-Time,1355,980,1846,On-Time,648
3,46021,4057,1541,1371,512,5267,18649,8,4,21267,3586,1391,7361,1913,2145,2695,On-Time,422,835,912,On-Time,312
3,13484,7171,2239,1037,642,20171,9400,22,4,7055,0,37345,2227,7787,3170,1175,On-Time,1028,448,2426,On-Time,409
2,13317,7230,2103,339,458,29068,14639,30,5,20184,3586,39191,5903,2101,4641,8884,On-Time,110,745,1847,On-Time,536
2,40713,5551,1540,255,994,10763,2604,14,6,7556,0,45467,191,9318,3311,7933,Late,853,463,2287,On-Time,519
2,6792,3397,1397,1499,262,7525,15255,28,8,23526,0,16727,1913,8551,2347,1239,On-Time,471,447,1415,Delayed,457
2,8477,7308,1567,1239,436,11137,16009,41,6,957,0,1645,582,12113,4133,9497,On-Time,1075,663,1253,On-Time,625
3,14811,2717,4256,1674,712,27042,19238,4,4,24185,0,33775,8958,9011,1885,5526,On-Time,1043,721,573,Delayed,270
1,16305,730,2887,674,538,13953,1749,24,7,15705,0,3004,4570,893,376,3227,On-Time,411,947,1542,On-Time,299
2,28856,3781,1551,357,817,27772,12303,26,2,15700,0,33259,977,3407,2236,7533,On-Time,786,362,692,On-Time,554
3,44813,7807,4469,1615,170,13177,16135,37,1,2310,0,38452,6173,7031,197,8239,Late,1109,377,968,On-Time,739
1,41265,1537,1911,1677,622,25420,3215,3,4,27034,3586,29431,6257,12731,1089,3396,On-Time,1010,410,1336,On-Time,399
3,8703,1607,1879,1943,836,10237,1162,26,7,5862,0,20933,8561,10315,3232,9014,Late,1352,601,1863,On-Time,465
2,39593,9610,4951,148,572,3322,10984,8,2,6258,0,35389,6764,4346,696,893,Late,828,448,430,Delayed,390
2,36891,5952,4985,1008,502,21456,15662,32,7,28885,0,4435,1935,10227,3383,2971,On-Time,1255,964,1018,On-Time,632
1,33546,6107,4110,1854,954,25247,12387,12,0,3407,3586,24376,2596,10893,1134,9178,On-Time,869,970,690,On-Time,395
2,44786,7107,3230,1845,327,8884,15784,39,4,29445,3586,33641,6556,6732,3641,4393,On-Time,164,432,827,On-Time,764
2,4277,3150,2441,387,142,10091,12364,4,6,2100,0,21146,3205,10288,1088,1066,On-Time,329,466,1496,On-Time,186
3,2814,2914,962,1403,503,16126,8905,18,9,29172,3586,31532,2884,8435,1517,9191,Late,1408,413,419,On-Time,341
3,6862,4654,2560,1358,415,16196,9509,6,3,6184,0,33901,1211,12713,4308,6068,On-Time,1434,730,599,Delayed,306
2,15937,7239,157,1106,137,7827,3239,17,5,18528,0,23292,6394,7399,1661,8733,Late,269,119,380,On-Time,411
2,43348,6503,2414,1590,900,16085,19556,38,5,13086,0,16662,7780,13206,452,2311,On-Time,1326,849,693,On-Time,720
1,39613,9378,1011,931,886,22560,748,25,6,1935,0,48302,6285,6648,3980,2281,On-Time,539,312,2367,Delayed,576
2,14365,2716,1206,1749,85,10023,9478,27,9,17515,0,8191,4535,11602,161,652,On-Time,938,150,781,On-Time,433
2,4806,2007,3946,1023,342,25901,8211,14,2,29524,0,35734,8710,6833,853,989,On-Time,1213,385,511,On-Time,324
2,11827,1676,4798,1791,550,11296,9127,30,7,17430,0,12623,4386,3002,4692,9275,On-Time,666,343,1928,On-Time,505
2,22434,5892,3932,501,955,23051,13402,20,8,6005,0,5055,9020,14458,3038,7879,Late,328,403,2262,Delayed,450
1,12559,4597,2841,681,968,13056,8058,49,8,27012,0,8599,3078,11151,4777,762,On-Time,1390,237,558,On-Time,636
2,33567,7888,305,1400,618,5834,9274,10,9,28442,0,2090,4891,833,909,9327,On-Time,596,749,1619,On-Time,328
1,14161,5840,4992,796,303,8817,9566,38,2,19582,0,24612,9024,14043,1015,1942,On-Time,484,303,2043,On-Time,539
2,31603,9476,473,597,748,24880,16762,35,8,440,3586,5303,8666,7703,4015,6055,Late,413,592,1451,Delayed,611
3,30261,3411,2379,1185,130,22140,14057,13,9,2033,3586,40916,4584,7492,1810,9920,On-Time,381,351,2462,On-Time,436
1,35302,5517,247,1791,848,11653,4010,1,9,14098,0,4365,7027,8126,2273,7956,On-Time,1368,715,2268,On-Time,316
3,42651,5440,2571,132,741,6747,5878,2,4,17204,0,31100,8577,2942,2916,3260,On-Time,832,250,1384,On-Time,360
2,42082,5504,1422,431,499,11176,1399,44,3,21679,0,16595,297,3700,4213,2332,On-Time,1492,723,2034,Delayed,770
2,5188,4371,3357,1800,396,18722,14977,25,6,19948,0,6286,507,6814,4959,822,On-Time,1379,966,453,On-Time,397
3,13240,2765,233,1570,657,17404,14558,47,2,23227,0,47074,9735,35,2914,1873,On-Time,474,764,1823,On-Time,637
3,12167,3251,4595,718,239,19190,5403,41,7,27076,0,16792,6621,2716,1035,9430,On-Time,608,458,1729,On-Time,536
3,37792,5366,3619,292,177,21001,7313,34,7,5821,3586,42462,7861,4128,950,9931,On-Time,123,405,804,On-Time,694
2,17614,7290,3100,1169,451,9760,11706,38,0,4665,0,17454,5987,10313,3328,7979,On-Time,534,572,1575,On-Time,602
1,25910,8237,496,491,515,27188,15400,46,2,2054,0,8871,9481,12565,2862,1879,On-Time,383,194,1612,On-Time,679
1,46526,7407,703,1245,749,29283,12367,10,2,17054,3586,29869,2812,9036,612,26,Late,597,610,2472,On-Time,447
1,49916,6603,820,966,82,11507,9092,5,1,12885,0,35458,9380,14955,3200,5289,On-Time,1281,430,1730,Delayed,471
2,15030,3747,1789,1852,926,19039,5785,5,8,24009,0,10990,6163,2294,1960,594,Late,1465,439,1813,Delayed,222
2,6063,5737,629,62,919,25271,4637,27,2,354,0,29915,6867,13470,3964,9954,On-Time,1423,847,1706,On-Time,473
1,36626,1834,4179,1020,699,3815,5016,19,4,2728,0,25136,6943,9984,2811,5667,On-Time,1358,215,697,On-Time,511
2,7791,6613,1308,213,915,26070,9205,28,8,13606,3586,46396,4633,3020,2308,2617,On-Time,533,140,797,On-Time,416
2,43650,7531,2020,1018,421,13299,2431,37,9,16172,0,49291,7071,6382,4586,3763,On-Time,892,776,2468,On-Time,784
1,2312,2774,2622,390,340,29660,18987,20,1,9805,0,37840,9974,4302,4419,6347,On-Time,1345,991,1398,Delayed,386
2,38765,1953,3152,1006,805,18062,16563,29,3,1708,0,49319,1065,1293,2654,756,On-Time,294,656,1710,On-Time,620
3,40483,129,4998,691,835,16180,16723,23,7,4700,0,48586,7575,9832,4428,3915,On-Time,465,376,654,Delayed,637
3,46190,2878,3038,1250,289,27783,6693,10,4,25903,3586,6004,9125,2505,4263,9964,On-Time,136,635,1385,Delayed,404
2,37348,624,512,1033,777,15868,18480,47,7,15983,0,33112,9930,9672,312,4092,On-Time,1325,214,2003,On-Time,821
1,35688,9482,3560,907,302,6423,11449,6,7,2313,3586,45335,1350,13717,352,6559,On-Time,484,566,2385,On-Time,452
2,39880,5366,1239,80,707,22756,19808,32,2,22578,0,22123,1732,874,2196,630,On-Time,877,664,657,Delayed,608
2,39236,2450,1298,524,396,4720,16325,35,3,8408,0,19772,1695,5640,2617,4603,On-Time,1038,949,661,Delayed,626
3,4082,6988,3065,835,641,5240,1667,31,2,23656,0,39674,8191,8924,4055,1798,On-Time,218,619,592,On-Time,534
2,9593,5047,2623,1178,586,19189,6464,10,8,18388,3586,23269,5635,13821,1849,5000,On-Time,912,336,705,On-Time,283
1,13929,4353,532,1445,966,24692,16119,31,3,21137,0,12369,3937,13865,4839,4836,On-Time,104,374,920,On-Time,489
2,20538,4873,4217,273,286,8509,6027,14,1,5105,3586,32434,1729,1776,3622,8170,On-Time,825,885,665,On-Time,346
2,49088,2318,4225,417,994,23045,9366,34,8,12915,0,44061,2517,3,222,6799,On-Time,947,655,1002,On-Time,721
2,46589,7455,4116,1106,134,17751,8018,26,7,10560,3586,7258,9488,3775,680,6164,On-Time,128,485,874,Delayed,502
2,45776,1094,4360,1312,347,4233,6252,7,7,29012,3586,11950,1494,7734,1374,9653,On-Time,748,766,2218,Delayed,426
2,33484,3415,1034,1061,655,19529,12910,17,1,1649,0,4344,9397,5373,2657,5260,On-Time,768,932,870,On-Time,409
3,5947,593,996,936,469,21676,16425,8,9,22385,0,11640,5061,14690,779,4458,On-Time,420,254,1654,Delayed,202
2,49475,5836,3799,1895,991,16528,11866,39,3,25483,0,21078,6253,1703,3940,3861,On-Time,1182,864,974,Delayed,763
1,17382,2770,3192,425,365,22411,11139,20,7,26274,3586,15510,6829,2907,3247,5145,On-Time,178,948,1771,On-Time,403
1,22885,7196,3417,1822,898,18830,8328,14,0,7853,0,10394,6400,8699,2218,5009,On-Time,1367,230,2179,On-Time,391
2,3583,5190,806,643,101,16425,5884,43,5,16554,3586,28004,1329,7049,155,9093,On-Time,1044,785,1116,On-Time,553
2,42602,8221,1363,519,397,10933,12353,22,6,1229,3586,21799,1174,13500,1342,2122,On-Time,901,485,555,Delayed,558
2,40923,2529,1831,1574,617,12315,19308,13,8,17979,0,34704,2290,13941,1376,3333,On-Time,1471,868,2416,On-Time,509
3,38343,300,1026,363,697,26469,19358,37,8,7965,0,42657,9333,9430,3179,5488,On-Time,837,321,1269,On-Time,770
3,21918,6289,694,1266,761,3063,14284,6,9,23885,0,25105,7234,3572,4604,2125,On-Time,1113,915,1736,On-Time,268
1,36478,6123,2466,586,186,6980,8299,40,3,11882,0,28578,2984,13776,748,7157,On-Time,255,110,643,On-Time,741
2,8363,6969,1422,1576,752,5200,19493,5,5,1731,0,45594,5954,6448,609,8318,On-Time,971,399,1880,On-Time,199
3,40439,9786,4913,1899,147,3468,4708,6,9,546,3586,49829,2621,8475,2358,1406,On-Time,1466,466,959,Delayed,379
3,43797,6229,4297,220,353,21091,2696,48,8,17952,3586,26667,1296,14602,4874,4406,On-Time,735,170,1200,On-Time,910
2,42455,3166,4562,1251,490,7675,8782,28,6,2410,0,27089,7616,739,3361,6878,On-Time,847,764,2246,On-Time,603
2,39973,5870,370,1793,331,5681,14909,11,7,22864,0,12379,2658,4611,2129,9432,Late,986,646,2238,On-Time,432
2,32266,7658,2591,131,913,3889,7298,28,1,26507,0,31789,8420,8991,3159,4423,Late,115,978,2417,On-Time,631
1,28889,6477,746,51,780,27751,5618,14,2,9777,0,20066,2054,11673,1944,7305,Late,831,584,1305,On-Time,406
2,38609,2265,4005,163,580,17486,15358,34,7,26312,0,48200,1971,12114,1203,7438,Late,491,992,945,On-Time,763
1,7853,3867,2189,1200,486,10614,6106,26,1,19821,3586,10055,8997,11261,2995,5844,Late,1442,358,1464,On-Time,427
2,7572,415,985,318,915,19924,4983,21,1,11319,0,17076,3563,4156,3045,8776,On-Time,1463,622,1974,On-Time,391
2,1187,5575,1105,1652,429,15596,16741,7,9,20639,0,45383,4153,10180,4339,3247,On-Time,1397,629,1853,On-Time,246
